name	class	size
2022-03-09_run1_26C_B4_t079	tube_tip	19
2022-03-09_run2_26C_B2_t044	tube_tip	25
2022-03-14_run1_34C_D1_t029	tube_tip	14
2022-03-22_run2_34C_C6_t004	tube_tip	17
2022-03-22_run2_34C_D1_t073	tube_tip	1
2022-03-22_run2_34C_D1_t073	tube_tip_burst	11
2022-03-29_run1_26C_A4_t045	tube_tip	10
2022-03-29_run2_26C_C3_t081	tube_tip	24
2022-03-30_run1_34C_A5_t073	tube_tip_burst	14
2022-03-30_run1_34C_B5_t048	tube_tip	18
2022-03-30_run1_34C_B5_t048	tube_tip_burst	39
2022-04-01_run1_34C_B4_t043	tube_tip	28
2022-04-01_run1_34C_B4_t043	tube_tip_bulging	5
2022-04-01_run1_34C_B4_t043	tube_tip_burst	9
2022-04-01_run2_34C_A3_t006	tube_tip	15
2022-04-04_run2_26C_C3_t021	tube_tip	26
2022-04-05_run1_34C_A5_t031	tube_tip	3
2022-04-05_run1_34C_A5_t031	tube_tip_burst	2
2022-04-05_run2_34C_B3_t009	tube_tip	9
2022-04-07_run1_34C_B4_t011	tube_tip	78
2022-04-07_run2_34C_C1_t038	tube_tip	23
2022-04-07_run2_34C_C1_t038	tube_tip_burst	2
2022-04-08_run1_26C_D1_t057	tube_tip	21
2022-04-08_run1_26C_D1_t057	tube_tip_bulging	2
2022-04-08_run1_26C_D1_t057	tube_tip_burst	1
2022-04-13_run1_26C_D4_t041	tube_tip	8
2022-04-15_run1_34C_C1_t030	tube_tip	4
2022-04-15_run1_34C_C1_t030	tube_tip_burst	2
2022-04-19_run1_34C_B1_t015	tube_tip	5
2022-04-19_run1_34C_B1_t015	tube_tip_burst	1
2022-04-19_run2_34C_C6_t009	tube_tip	23
2022-04-19_run2_34C_C6_t009	tube_tip_burst	1
2022-04-20_run1_26C_B6_t044	tube_tip	18
2022-04-21_run1_34C_C3_t017	tube_tip	26
2022-04-21_run2_34C_A5_t039	tube_tip	5
2022-04-21_run2_34C_A5_t039	tube_tip_burst	3
2022-04-22_run2_26C_A1_t003	tube_tip	25
2022-04-25_run1_34C_D3_t000	tube_tip	13
2022-04-25_run1_34C_D3_t000	tube_tip_burst	2
2022-04-26_run2_26C_B5_t080	tube_tip	14
2022-04-26_run2_26C_D4_t016	tube_tip	8
2022-04-27_run1_34C_A3_t018	tube_tip	22
2022-04-27_run1_34C_A3_t018	tube_tip_burst	1
2022-04-27_run2_34C_A6_t050	tube_tip	6
2022-04-27_run2_34C_A6_t050	tube_tip_bulging	1
2022-04-27_run2_34C_A6_t050	tube_tip_burst	7
2022-05-04_run1_26C_B6_t021	tube_tip	26
2022-05-04_run2_26C_D2_t076	tube_tip	10
2022-05-05_run2_34C_D5_t044	tube_tip	43
2022-05-05_run2_34C_D5_t044	tube_tip_burst	3
2022-05-05_run2_34C_D6_t070	tube_tip_burst	14
2022-05-06_run1_26C_D1_t009	tube_tip	18
2022-05-10_run1_34C_D5_t053	tube_tip_burst	14
