name	class	size
2022-02-14_run2_34C_A1_t061	burst	4
2022-02-14_run2_34C_A1_t061	tube_tip_burst	2
2022-02-14_run2_34C_A1_t061	ungerminated	9
2022-02-16_run1_34C_D5_t061	burst	13
2022-02-16_run1_34C_D5_t061	tube_tip_burst	10
2022-02-16_run1_34C_D5_t061	ungerminated	1
2022-02-16_run1_34C_D5_t061	unknown_germinated	3
2022-02-21_run1_26C_B2_t021	germinated	11
2022-02-21_run1_26C_B2_t021	tube_tip	11
2022-02-21_run1_26C_B2_t021	ungerminated	1
2022-02-24_run1_34C_C3_t000	germinated	2
2022-02-24_run1_34C_C3_t000	tube_tip	2
2022-02-24_run1_34C_C3_t000	ungerminated	8
2022-03-01_run2_26C_B6_t050	aborted	3
2022-03-01_run2_26C_B6_t050	burst	12
2022-03-01_run2_26C_B6_t050	germinated	60
2022-03-01_run2_26C_B6_t050	tube_tip	62
2022-03-01_run2_26C_B6_t050	tube_tip_burst	7
2022-03-01_run2_26C_B6_t050	unknown_germinated	4
2022-03-02_run2_34C_A4_t068	burst	14
2022-03-02_run2_34C_A4_t068	tube_tip_burst	14
2022-03-02_run2_34C_A4_t068	unknown_germinated	3
2022-03-03_run1_26C_A3_t010	germinated	11
2022-03-03_run1_26C_A3_t010	tube_tip	11
2022-03-03_run1_26C_A3_t010	unknown_germinated	1
2022-03-04_run2_34C_C5_t067	aborted	3
2022-03-04_run2_34C_C5_t067	burst	29
2022-03-04_run2_34C_C5_t067	germinated	1
2022-03-04_run2_34C_C5_t067	tube_tip	1
2022-03-04_run2_34C_C5_t067	tube_tip_burst	28
2022-03-04_run2_34C_C5_t067	ungerminated	1
2022-03-04_run2_34C_C5_t067	unknown_germinated	3
2022-03-07_run1_26C_B1_t064	aborted	1
2022-03-07_run1_26C_B1_t064	germinated	35
2022-03-07_run1_26C_B1_t064	tube_tip	40
2022-03-07_run1_26C_B1_t064	unknown_germinated	4
2022-03-07_run1_26C_C2_t018	aborted	6
2022-03-07_run1_26C_C2_t018	germinated	54
2022-03-07_run1_26C_C2_t018	tube_tip	51
2022-03-07_run1_26C_C2_t018	unknown_germinated	2
2022-03-11_run1_26C_A1_t005	germinated	7
2022-03-11_run1_26C_A1_t005	tube_tip	7
2022-03-11_run1_26C_A1_t005	ungerminated	18
2022-03-11_run1_26C_A1_t005	unknown_germinated	2
2022-03-14_run2_34C_B2_t073	aborted	74
2022-03-14_run2_34C_B2_t073	burst	54
2022-03-14_run2_34C_B2_t073	germinated	2
2022-03-14_run2_34C_B2_t073	tube_tip	2
2022-03-14_run2_34C_B2_t073	tube_tip_burst	36
2022-03-14_run2_34C_B2_t073	ungerminated	12
2022-03-14_run2_34C_B2_t073	unknown_germinated	3
2022-03-15_run2_26C_C5_t041	germinated	30
2022-03-15_run2_26C_C5_t041	tube_tip	33
2022-03-15_run2_26C_C5_t041	ungerminated	10
2022-03-15_run2_26C_C5_t041	unknown_germinated	2
2022-03-16_run1_34C_A3_t029	aborted	3
2022-03-16_run1_34C_A3_t029	germinated	21
2022-03-16_run1_34C_A3_t029	tube_tip	26
2022-03-16_run1_34C_A3_t029	ungerminated	1
2022-03-16_run1_34C_A3_t029	unknown_germinated	3
2022-03-16_run1_34C_C6_t034	aborted	1
2022-03-16_run1_34C_C6_t034	germinated	45
2022-03-16_run1_34C_C6_t034	tube_tip	47
2022-03-16_run1_34C_C6_t034	unknown_germinated	4
2022-03-21_run2_26C_A6_t056	germinated	29
2022-03-21_run2_26C_A6_t056	tube_tip	34
2022-03-21_run2_26C_A6_t056	ungerminated	1
2022-03-21_run2_26C_A6_t056	unknown_germinated	6
2022-03-22_run1_34C_A6_t022	burst	4
2022-03-22_run1_34C_A6_t022	germinated	18
2022-03-22_run1_34C_A6_t022	tube_tip	17
2022-03-22_run1_34C_A6_t022	tube_tip_bulging	1
2022-03-22_run1_34C_A6_t022	tube_tip_burst	4
2022-03-22_run1_34C_A6_t022	unknown_germinated	2
2022-03-22_run1_34C_B6_t017	germinated	18
2022-03-22_run1_34C_B6_t017	tube_tip	18
2022-03-22_run1_34C_B6_t017	ungerminated	1
2022-03-22_run1_34C_B6_t017	unknown_germinated	4
2022-03-22_run2_34C_B3_t004	burst	1
2022-03-22_run2_34C_B3_t004	germinated	14
2022-03-22_run2_34C_B3_t004	tube_tip	14
2022-03-22_run2_34C_B3_t004	tube_tip_burst	1
2022-03-22_run2_34C_B3_t004	ungerminated	5
2022-03-22_run2_34C_B3_t004	unknown_germinated	2
2022-03-22_run2_34C_C6_t004	germinated	17
2022-03-22_run2_34C_C6_t004	tube_tip	17
2022-03-22_run2_34C_C6_t004	ungerminated	4
2022-03-22_run2_34C_C6_t004	unknown_germinated	1
2022-03-30_run2_34C_A3_t028	germinated	9
2022-03-30_run2_34C_A3_t028	tube_tip	9
2022-03-30_run2_34C_A5_t005	aborted	1
2022-03-30_run2_34C_A5_t005	burst	1
2022-03-30_run2_34C_A5_t005	germinated	10
2022-03-30_run2_34C_A5_t005	tube_tip	10
2022-03-30_run2_34C_A5_t005	ungerminated	3
2022-04-01_run2_34C_B6_t052	aborted	5
2022-04-01_run2_34C_B6_t052	burst	15
2022-04-01_run2_34C_B6_t052	germinated	11
2022-04-01_run2_34C_B6_t052	tube_tip	7
2022-04-01_run2_34C_B6_t052	tube_tip_bulging	4
2022-04-01_run2_34C_B6_t052	tube_tip_burst	7
2022-04-01_run2_34C_B6_t052	ungerminated	1
2022-04-01_run2_34C_B6_t052	unknown_germinated	2
2022-04-05_run1_34C_A1_t067	aborted	3
2022-04-05_run1_34C_A1_t067	burst	11
2022-04-05_run1_34C_A1_t067	germinated	6
2022-04-05_run1_34C_A1_t067	tube_tip	5
2022-04-05_run1_34C_A1_t067	tube_tip_bulging	1
2022-04-05_run1_34C_A1_t067	tube_tip_burst	2
2022-04-05_run1_34C_A1_t067	ungerminated	5
2022-04-05_run2_34C_B3_t009	germinated	11
2022-04-05_run2_34C_B3_t009	tube_tip	9
2022-04-06_run2_26C_A5_t028	aborted	2
2022-04-06_run2_26C_A5_t028	burst	2
2022-04-06_run2_26C_A5_t028	germinated	21
2022-04-06_run2_26C_A5_t028	tube_tip	9
2022-04-06_run2_26C_A5_t028	tube_tip_burst	2
2022-04-06_run2_26C_A5_t028	ungerminated	3
2022-04-06_run2_26C_A5_t028	unknown_germinated	1
2022-04-07_run1_34C_C2_t047	aborted	5
2022-04-07_run1_34C_C2_t047	burst	45
2022-04-07_run1_34C_C2_t047	germinated	79
2022-04-07_run1_34C_C2_t047	tube_tip	64
2022-04-07_run1_34C_C2_t047	tube_tip_burst	14
2022-04-07_run1_34C_C2_t047	ungerminated	6
2022-04-07_run1_34C_C2_t047	unknown_germinated	10
2022-04-08_run1_26C_D1_t057	aborted	26
2022-04-08_run1_26C_D1_t057	burst	1
2022-04-08_run1_26C_D1_t057	germinated	25
2022-04-08_run1_26C_D1_t057	tube_tip	21
2022-04-08_run1_26C_D1_t057	tube_tip_bulging	2
2022-04-08_run1_26C_D1_t057	tube_tip_burst	1
2022-04-08_run1_26C_D1_t057	ungerminated	6
2022-04-08_run1_26C_D1_t057	unknown_germinated	2
2022-04-13_run1_26C_A1_t055	aborted	15
2022-04-13_run1_26C_A1_t055	burst	2
2022-04-13_run1_26C_A1_t055	germinated	9
2022-04-13_run1_26C_A1_t055	tube_tip	9
2022-04-13_run1_26C_A1_t055	tube_tip_burst	2
2022-04-13_run1_26C_A1_t055	ungerminated	10
2022-04-13_run1_26C_A1_t055	unknown_germinated	2
2022-04-13_run1_26C_B3_t036	aborted	4
2022-04-13_run1_26C_B3_t036	burst	20
2022-04-13_run1_26C_B3_t036	germinated	74
2022-04-13_run1_26C_B3_t036	tube_tip	63
2022-04-13_run1_26C_B3_t036	tube_tip_bulging	3
2022-04-13_run1_26C_B3_t036	tube_tip_burst	2
2022-04-13_run1_26C_B3_t036	ungerminated	31
2022-04-13_run1_26C_B3_t036	unknown_germinated	5
2022-04-15_run1_34C_C4_t061	aborted	2
2022-04-15_run1_34C_C4_t061	burst	16
2022-04-15_run1_34C_C4_t061	germinated	41
2022-04-15_run1_34C_C4_t061	tube_tip	24
2022-04-15_run1_34C_C4_t061	tube_tip_burst	14
2022-04-15_run1_34C_C4_t061	ungerminated	5
2022-04-15_run1_34C_C4_t061	unknown_germinated	11
2022-04-20_run1_26C_B6_t044	aborted	2
2022-04-20_run1_26C_B6_t044	burst	2
2022-04-20_run1_26C_B6_t044	germinated	19
2022-04-20_run1_26C_B6_t044	tube_tip	18
2022-04-20_run1_26C_B6_t044	unknown_germinated	7
2022-04-20_run2_26C_D2_t021	burst	1
2022-04-20_run2_26C_D2_t021	germinated	18
2022-04-20_run2_26C_D2_t021	tube_tip	11
2022-04-20_run2_26C_D2_t021	ungerminated	1
2022-04-20_run2_26C_D2_t021	unknown_germinated	1
2022-04-21_run1_34C_C4_t032	aborted	1
2022-04-21_run1_34C_C4_t032	burst	2
2022-04-21_run1_34C_C4_t032	germinated	60
2022-04-21_run1_34C_C4_t032	tube_tip	36
2022-04-21_run1_34C_C4_t032	tube_tip_burst	2
2022-04-21_run1_34C_C4_t032	ungerminated	4
2022-04-21_run1_34C_C4_t032	unknown_germinated	3
2022-04-22_run2_26C_A1_t003	germinated	25
2022-04-22_run2_26C_A1_t003	tube_tip	25
2022-04-22_run2_26C_A1_t003	ungerminated	8
2022-04-22_run2_26C_C5_t064	aborted	2
2022-04-22_run2_26C_C5_t064	burst	10
2022-04-22_run2_26C_C5_t064	germinated	52
2022-04-22_run2_26C_C5_t064	tube_tip	33
2022-04-22_run2_26C_C5_t064	tube_tip_bulging	5
2022-04-22_run2_26C_C5_t064	tube_tip_burst	9
2022-04-22_run2_26C_C5_t064	unknown_germinated	19
2022-04-22_run2_26C_D1_t027	aborted	2
2022-04-22_run2_26C_D1_t027	germinated	29
2022-04-22_run2_26C_D1_t027	tube_tip	26
2022-04-22_run2_26C_D1_t027	unknown_germinated	1
2022-04-25_run1_34C_A2_t023	aborted	2
2022-04-25_run1_34C_A2_t023	burst	3
2022-04-25_run1_34C_A2_t023	germinated	28
2022-04-25_run1_34C_A2_t023	tube_tip	25
2022-04-25_run1_34C_A2_t023	tube_tip_burst	2
2022-04-25_run1_34C_A2_t023	ungerminated	3
2022-04-25_run1_34C_A2_t023	unknown_germinated	1
2022-04-25_run1_34C_C6_t081	burst	16
2022-04-25_run1_34C_C6_t081	tube_tip	1
2022-04-25_run1_34C_C6_t081	tube_tip_burst	15
2022-04-25_run1_34C_C6_t081	unknown_germinated	1
2022-04-27_run1_34C_A3_t018	burst	5
2022-04-27_run1_34C_A3_t018	germinated	22
2022-04-27_run1_34C_A3_t018	tube_tip	22
2022-04-27_run1_34C_A3_t018	tube_tip_burst	1
2022-04-27_run1_34C_A3_t018	ungerminated	1
2022-04-27_run2_34C_D1_t062	burst	2
2022-04-27_run2_34C_D1_t062	germinated	8
2022-04-27_run2_34C_D1_t062	tube_tip	8
2022-04-27_run2_34C_D1_t062	unknown_germinated	2
2022-04-29_run2_26C_B5_t018	germinated	34
2022-04-29_run2_26C_B5_t018	tube_tip	19
2022-04-29_run2_26C_B5_t018	ungerminated	8
2022-05-03_run1_34C_D6_t056	burst	8
2022-05-03_run1_34C_D6_t056	germinated	25
2022-05-03_run1_34C_D6_t056	tube_tip	22
2022-05-03_run1_34C_D6_t056	tube_tip_bulging	1
2022-05-03_run1_34C_D6_t056	tube_tip_burst	7
2022-05-03_run1_34C_D6_t056	unknown_germinated	4
2022-05-04_run1_26C_A6_t071	germinated	28
2022-05-04_run1_26C_A6_t071	tube_tip	21
2022-05-04_run1_26C_A6_t071	ungerminated	4
2022-05-04_run1_26C_A6_t071	unknown_germinated	6
2022-05-04_run2_26C_D2_t076	germinated	13
2022-05-04_run2_26C_D2_t076	tube_tip	10
2022-05-04_run2_26C_D2_t076	unknown_germinated	2
2022-05-05_run2_34C_D6_t070	burst	29
2022-05-05_run2_34C_D6_t070	tube_tip_burst	14
2022-05-06_run1_26C_B2_t022	aborted	3
2022-05-06_run1_26C_B2_t022	germinated	40
2022-05-06_run1_26C_B2_t022	tube_tip	26
2022-05-06_run1_26C_B2_t022	ungerminated	7
2022-05-06_run1_26C_B2_t022	unknown_germinated	3
2022-05-06_run1_26C_B6_t063	aborted	2
2022-05-06_run1_26C_B6_t063	germinated	70
2022-05-06_run1_26C_B6_t063	tube_tip	68
2022-05-06_run1_26C_B6_t063	ungerminated	1
2022-05-06_run1_26C_B6_t063	unknown_germinated	6
2022-05-06_run1_26C_D1_t009	germinated	18
2022-05-06_run1_26C_D1_t009	tube_tip	18
2022-05-06_run1_26C_D1_t009	ungerminated	5
2022-05-09_run1_26C_B3_t008	aborted	5
2022-05-09_run1_26C_B3_t008	germinated	10
2022-05-09_run1_26C_B3_t008	tube_tip	7
2022-05-09_run1_26C_B3_t008	ungerminated	20
2022-05-10_run1_34C_B5_t050	aborted	2
2022-05-10_run1_34C_B5_t050	burst	7
2022-05-10_run1_34C_B5_t050	germinated	19
2022-05-10_run1_34C_B5_t050	tube_tip	15
2022-05-10_run1_34C_B5_t050	tube_tip_burst	4
2022-05-10_run1_34C_B5_t050	unknown_germinated	5
2022-05-10_run1_34C_D5_t053	burst	20
2022-05-10_run1_34C_D5_t053	tube_tip_burst	14
2022-05-11_run1_34C_A4_t018	aborted	1
2022-05-11_run1_34C_A4_t018	germinated	23
2022-05-11_run1_34C_A4_t018	tube_tip	18
2022-05-11_run1_34C_A4_t018	tube_tip_bulging	4
2022-05-11_run1_34C_A4_t018	ungerminated	2
2022-05-11_run1_34C_A4_t018	unknown_germinated	1
